t,label,cpu_pct_sum,rss_mb_sum,n_procs
1788974650.4608657,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974650.6629174,learning_extended:serverless_predictive_lastgap,0.0,165.2,4
1788974650.86505,learning_extended:serverless_predictive_lastgap,0.0,122.54,3
1788974651.067316,learning_extended:serverless_predictive_lastgap,4.9,122.54,3
1788974651.2694807,learning_extended:serverless_predictive_lastgap,4.9,79.97,2
1788974651.4716449,learning_extended:serverless_predictive_lastgap,0.0,37.42,1
1788974651.673708,learning_extended:serverless_predictive_lastgap,0.0,37.42,1
1788974651.875526,learning_extended:serverless_predictive_lastgap,5.0,37.42,1
1788974652.077368,learning_extended:serverless_predictive_lastgap,0.0,37.42,1
1788974652.2792313,learning_extended:serverless_predictive_lastgap,0.0,37.42,1
1788974652.4809752,learning_extended:serverless_predictive_lastgap,0.0,37.42,1
1788974652.6827385,learning_extended:serverless_predictive_lastgap,0.0,37.42,1
1788974652.8846927,learning_extended:serverless_predictive_lastgap,0.0,37.42,1
1788974653.086481,learning_extended:serverless_predictive_lastgap,0.0,60.6,2
1788974653.2881825,learning_extended:serverless_predictive_lastgap,99.2,75.07,2
